"SYSTEM", "1", "SYSTEM", "System Start", ""
"Thread-2", "1202", "SYSTEM", "Method Returned", ""
"Thread-2", "1203", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1204", "SYSTEM", "Field Read", "context=part2.Writer:3, d"
"Thread-2", "1205", "SYSTEM", "Method Call", "caller=part2.Writer:3#run:3, target=part2.Database:1#done_write:10"
"Thread-2", "1206", "SYSTEM", "Method Entered", ""
"Thread-2", "1207", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1208", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1209", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "1210", "SYSTEM", "Field Read", "context=part2.Writer:2, d"
"Thread-2", "1211", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1212", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1213", "SYSTEM", "Method Call", "caller=part2.Writer:2#run:2, target=part2.Database:1#request_write:13"
"Thread-1", "1214", "SYSTEM", "Method Entered", ""
"Thread-1", "1215", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1216", "SYSTEM", "Field Write", "context=part2.Database:1, w=0"
"Thread-0", "1217", "SYSTEM", "Field Read", "context=part2.Writer:1, d"
"Thread-1", "1218", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-2", "1219", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1220", "SYSTEM", "Method Call", "caller=part2.Writer:1#run:1, target=part2.Database:1#request_write:14"
"Thread-0", "1221", "SYSTEM", "Method Entered", ""
"Thread-0", "1222", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1223", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-0", "1224", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-2", "1225", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1226", "SYSTEM", "Field Read", "context=part2.Database:1, s2_w"
"Thread-2", "1227", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "1228", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1229", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "1230", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-2", "1231", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-2", "1232", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1233", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1234", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1235", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-2", "1236", "SYSTEM", "Method Exit", "returner=part2.Database:1#done_write:10, value=<void>"
"Thread-1", "1237", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-2", "1238", "SYSTEM", "Method Returned", ""
"Thread-2", "1239", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1240", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1241", "SYSTEM", "Variable Write", "context=part2.Writer:3#run:3, i=3"
"Thread-2", "1242", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1243", "SYSTEM", "Field Write", "context=part2.Database:1, w=1"
"Thread-1", "1244", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1245", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "1246", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1247", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1248", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1249", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-1", "1250", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_write:13, value=<void>"
"Thread-0", "1251", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-1", "1252", "SYSTEM", "Method Returned", ""
"Thread-1", "1253", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1254", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1255", "SYSTEM", "Field Read", "context=part2.Writer:2, d"
"Thread-0", "1256", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-1", "1257", "SYSTEM", "Field Read", "context=part2.Writer:2, x"
"Thread-0", "1258", "SYSTEM", "Field Write", "context=part2.Database:1, ww=3"
"Thread-1", "1259", "SYSTEM", "Method Call", "caller=part2.Writer:2#run:2, target=part2.Database:1#write:11"
"Thread-1", "1260", "SYSTEM", "Method Entered", ""
"Thread-1", "1261", "SYSTEM", "Variable Write", "context=part2.Database:1#write:11, x=10"
"Thread-1", "1262", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1263", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1264", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-0", "1265", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "1266", "SYSTEM", "Field Write", "context=part2.Database:1, data=11342"
"Thread-0", "1267", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "1268", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1269", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1270", "SYSTEM", "Field Read", "context=part2.Database:1, s2_w"
"Thread-4", "1271", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-1", "1272", "SYSTEM", "Method Exit", "returner=part2.Database:1#write:11, value=<void>"
"Thread-4", "1273", "SYSTEM", "Field Write", "context=part2.Database:1, ww=2"
"Thread-1", "1274", "SYSTEM", "Method Returned", ""
"Thread-1", "1275", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "1276", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1277", "SYSTEM", "Field Read", "context=part2.Writer:2, d"
"Thread-4", "1278", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-1", "1279", "SYSTEM", "Method Call", "caller=part2.Writer:2#run:2, target=part2.Database:1#done_write:11"
"Thread-1", "1280", "SYSTEM", "Method Entered", ""
"Thread-1", "1281", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "1282", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-1", "1283", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "1284", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "1285", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-4", "1286", "SYSTEM", "Field Write", "context=part2.Database:1, ww=3"
"Thread-4", "1287", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "1288", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "1289", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1290", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "1291", "SYSTEM", "Field Read", "context=part2.Database:1, s2_w"
"Thread-1", "1292", "SYSTEM", "Field Write", "context=part2.Database:1, w=0"
"Thread-1", "1293", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1294", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-1", "1295", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1296", "SYSTEM", "Field Read", "context=part2.Database:1, s2_w"
"Thread-1", "1297", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1298", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1299", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1300", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "1301", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "1302", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1303", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1304", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1305", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-1", "1306", "SYSTEM", "Method Exit", "returner=part2.Database:1#done_write:11, value=<void>"
"Thread-3", "1307", "SYSTEM", "Field Write", "context=part2.Database:1, ww=2"
"Thread-1", "1308", "SYSTEM", "Method Returned", ""
"Thread-1", "1309", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1310", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1311", "SYSTEM", "Variable Write", "context=part2.Writer:2#run:2, i=4"
"Thread-1", "1312", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1313", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-3", "1314", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-3", "1315", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1316", "SYSTEM", "Field Write", "context=part2.Database:1, w=1"
"Thread-3", "1317", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1318", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-3", "1319", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1320", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1321", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_write:12, value=<void>"
"Thread-3", "1322", "SYSTEM", "Method Returned", ""
"Thread-3", "1323", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1324", "SYSTEM", "Field Read", "context=part2.Writer:4, d"
"Thread-3", "1325", "SYSTEM", "Field Read", "context=part2.Writer:4, x"
"Thread-3", "1326", "SYSTEM", "Method Call", "caller=part2.Writer:4#run:4, target=part2.Database:1#write:12"
"Thread-3", "1327", "SYSTEM", "Method Entered", ""
"Thread-3", "1328", "SYSTEM", "Variable Write", "context=part2.Database:1#write:12, x=1000"
"Thread-3", "1329", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1330", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-3", "1331", "SYSTEM", "Field Write", "context=part2.Database:1, data=12342"
"Thread-3", "1332", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1333", "SYSTEM", "Method Exit", "returner=part2.Database:1#write:12, value=<void>"
"Thread-3", "1334", "SYSTEM", "Method Returned", ""
"Thread-3", "1335", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1336", "SYSTEM", "Field Read", "context=part2.Writer:4, d"
"Thread-3", "1337", "SYSTEM", "Method Call", "caller=part2.Writer:4#run:4, target=part2.Database:1#done_write:12"
"Thread-3", "1338", "SYSTEM", "Method Entered", ""
"Thread-3", "1339", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1340", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-3", "1341", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1342", "SYSTEM", "Field Write", "context=part2.Database:1, w=0"
"Thread-3", "1343", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1344", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-3", "1345", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1346", "SYSTEM", "Field Read", "context=part2.Database:1, s2_w"
"Thread-3", "1347", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1348", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1349", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1350", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-3", "1351", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-3", "1352", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1353", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1354", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1355", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-3", "1356", "SYSTEM", "Method Exit", "returner=part2.Database:1#done_write:12, value=<void>"
"Thread-0", "1357", "SYSTEM", "Field Write", "context=part2.Database:1, ww=1"
"Thread-3", "1358", "SYSTEM", "Method Returned", ""
"Thread-3", "1359", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1360", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1361", "SYSTEM", "Variable Write", "context=part2.Writer:4#run:4, i=2"
"Thread-3", "1362", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1363", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1364", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-2", "1365", "SYSTEM", "Field Read", "context=part2.Writer:3, d"
"Thread-0", "1366", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-2", "1367", "SYSTEM", "Method Call", "caller=part2.Writer:3#run:3, target=part2.Database:1#request_write:15"
"Thread-2", "1368", "SYSTEM", "Method Entered", ""
"Thread-2", "1369", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1370", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1371", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-0", "1372", "SYSTEM", "Field Write", "context=part2.Database:1, w=1"
"Thread-0", "1373", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1374", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-0", "1375", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1376", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1377", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1378", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-0", "1379", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_write:14, value=<void>"
"Thread-2", "1380", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-0", "1381", "SYSTEM", "Method Returned", ""
"Thread-0", "1382", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1383", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1384", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1385", "SYSTEM", "Field Read", "context=part2.Writer:1, d"
"Thread-2", "1386", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-1", "1387", "SYSTEM", "Field Read", "context=part2.Writer:2, d"
"Thread-0", "1388", "SYSTEM", "Field Read", "context=part2.Writer:1, x"
"Thread-2", "1389", "SYSTEM", "Field Write", "context=part2.Database:1, ww=2"
"Thread-1", "1390", "SYSTEM", "Method Call", "caller=part2.Writer:2#run:2, target=part2.Database:1#request_write:16"
"Thread-1", "1391", "SYSTEM", "Method Entered", ""
"Thread-1", "1392", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1393", "SYSTEM", "Method Call", "caller=part2.Writer:1#run:1, target=part2.Database:1#write:13"
"Thread-0", "1394", "SYSTEM", "Method Entered", ""
"Thread-0", "1395", "SYSTEM", "Variable Write", "context=part2.Database:1#write:13, x=1"
"Thread-0", "1396", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1397", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1398", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-3", "1399", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1400", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-2", "1401", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-3", "1402", "SYSTEM", "Field Read", "context=part2.Writer:4, d"
"Thread-0", "1403", "SYSTEM", "Field Write", "context=part2.Database:1, data=12343"
"Thread-2", "1404", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1405", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1406", "SYSTEM", "Method Call", "caller=part2.Writer:4#run:4, target=part2.Database:1#request_write:17"
"Thread-3", "1407", "SYSTEM", "Method Entered", ""
"Thread-3", "1408", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1409", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1410", "SYSTEM", "Field Read", "context=part2.Database:1, s2_w"
"Thread-1", "1411", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-3", "1412", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-0", "1413", "SYSTEM", "Method Exit", "returner=part2.Database:1#write:13, value=<void>"
"Thread-1", "1414", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-0", "1415", "SYSTEM", "Method Returned", ""
"Thread-0", "1416", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1417", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1418", "SYSTEM", "Field Read", "context=part2.Writer:1, d"
"Thread-1", "1419", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-0", "1420", "SYSTEM", "Method Call", "caller=part2.Writer:1#run:1, target=part2.Database:1#done_write:13"
"Thread-0", "1421", "SYSTEM", "Method Entered", ""
"Thread-0", "1422", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1423", "SYSTEM", "Field Write", "context=part2.Database:1, ww=3"
"Thread-0", "1424", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "1425", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1426", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "1427", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1428", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1429", "SYSTEM", "Field Read", "context=part2.Database:1, s2_w"
"Thread-3", "1430", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-3", "1431", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-3", "1432", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1433", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-3", "1434", "SYSTEM", "Field Write", "context=part2.Database:1, ww=4"
"Thread-3", "1435", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1436", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-3", "1437", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1438", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1439", "SYSTEM", "Field Read", "context=part2.Database:1, s2_w"
"Thread-0", "1440", "SYSTEM", "Field Write", "context=part2.Database:1, w=0"
"Thread-0", "1441", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1442", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-0", "1443", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1444", "SYSTEM", "Field Read", "context=part2.Database:1, s2_w"
"Thread-0", "1445", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "1446", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1447", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "1448", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-0", "1449", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-0", "1450", "SYSTEM", "Line Step", "<source unavailable>"
